"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"Sauvage Calais Investissement";"AFLI19100083";03/10/2019;"Location modem / routeur fibre (Remis contre un caution encaissable de 180¤)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";50674;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Abonnement Internet sur câble coaxial - Débits : 100Mbps en download - 10Mbps en upload";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"70.00";50698;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Remise 10% sur l'abonnement Internet sur câble coaxial";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-7.00";50699;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Location routeur câble coaxial (Remis contre un dépôt de garantie de 140¤)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"7.00";50700;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Trunk SIP Illimité fixes - 4 canaux (appels illimités vers les fixes en France)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";50701;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"0.80";50702;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"37.02";50703;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Unifax - Fax2Mail/Mail2Fax - 250 unités incluses";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";50704;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100084";03/10/2019;"Remise sur abonnement Orange non résilié";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-39.00";50705;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19100085";03/10/2019;"Trunk SIP Full illimité - 4 canaux de communication - Appels illimités vers les fixes et mobiles en France + 70 destinations internationales";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"92.00";50709;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19100085";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.00";50710;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19100085";03/10/2019;"Sélections Directes à l'Arrivée (SDA) : 03 20 55 84 02 (tête de ligne)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";50711;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"Abonnement ADSL Dégroupage Total - avec IP fixe";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"35.00";50724;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"Location Modem ADSL";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";50725;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"0.90";50726;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"Ligne T0 (accès RNIS) en VGA - Forfait national illimité fixe - 2 canaux de communication - Appels illimités vers les fixes et mobiles en France";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"70.00";50727;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"25.25";50728;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100086";03/10/2019;"Unifax - 250 unités incluses";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"5.00";50729;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"Abonnement ligne analogique VGA - illimité national [ n° 03.28.62.41.33 ]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"19.00";50742;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"Ligne RNIS VGA - illimité national [ n° 03.28.62.45.45 ]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"46.00";50743;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";50744;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"Lien VDSL Orange (engagement 36 mois)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"55.00";50745;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"Location routeur VDSL - Technicolor TG588V - Engagement 36 mois - (remis contre caution remboursable de 70¤/routeur)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";50746;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19100087";03/10/2019;"Consommation de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"2.77";50747;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Remise exceptionnelle de 8% sur l'abonnement au trunk SIP full illimité";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-11.04";50886;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Trunk SIP Full Illimité - 6 canaux de communication (appels illimités vers les fixes et mobiles en France + 70 destinations internationales) - Engagement de 12 mois, renouvelable mensuellement par tacite reconduction";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"138.00";50887;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Redevance mensuelle pour Fibre Optique BPE Access 100 Mbps / 2 Mbs (crête / garanti) - 81 Rue du Boernhol 59210 Coudekerque-Branche - Garantie de Temps de rétablissement : sous 24h du lundi au vendredi de 9h à 18h";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"190.00";50888;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Redevance mensuelle pour Fibre Optique BPE Access 100 Mbps / 2 Mbs (crête / garanti) - 8 Rue du Planétarium, 59180 Cappelle-la-Grande - Garantie de Temps de rétablissement : sous 24h du lundi au vendredi de 9h à 18h";03/10/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTES D'ABONNEMENT";"marchandise";"1.00";"190.00";50889;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Sécurisation des liens fibres optiques via Cloud Firewall Fortinet. Firewall ""Stateful"", proxy, NAT, paramètrage multiwan, Accès distant IPSec et SSL, MPLS";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"64.00";50890;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Sélection Directes à l'Arrivée (SDA)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";50891;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Forfait 4G illimité Voix! SMS I MMS -Data 5 Go -Réseau Orange 07-803-01 -M (engagement 12 mois)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"19.00";50892;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Forfait 4G illimité Voix! SMS I MMS -Data 10 Go -Réseau Orange (engagement 12 mois)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"20.00";50893;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Abonnement mensuel accès IPBX hébergé - par site";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"15.00";50894;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Abonnement mensuel user IPBX hébergé - par utilisateur";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"3.00";50895;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Maintenance mensuelle et extension de garantie du matériel sur 36 mois (hors iPhone)- Engagement de 36 mois avec renouvellement mensuel de la maintenance par tacite reconduction";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"25.00";50896;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Consommations de la période précédante";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"2.49";50897;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Frais de mise en service du trunk SIP full illimité";03/10/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"0.40";"120.00";50898;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Remise exceptionnelle de 8% sur l'abonnement au trunk SIP full illimité [Sept. 2019]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"0.40";"-11.04";50899;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Trunk SIP Full Illimité - 6 canaux de communication (appels illimités vers les fixes et mobiles en France + 70 destinations internationales) [Sept. 2019]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"0.40";"138.00";50900;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Acte de portabilité";03/10/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"3.00";"100.00";50901;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"n° SDA [Sept. 2019]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"0.80";50902;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Abonnement mensuel accès IPBX hébergé - par site [Sept. 2019]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"0.80";"15.00";50903;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Abonnement mensuel user IPBX hébergé - par utilisateur [Sept. 2019]";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"3.00";50904;"facture_periodique"
"SELARL CLINIQUE VETERINAIRE PLANETARIUM";"AFLI19100088";03/10/2019;"Mise en service téléphonie hébergée - par site";03/10/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"150.00";50905;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Ligne analogique en VGA - forfait national illimité fixe - 1 canal de communication [nl]Appels illimités vers les fixes en France [nl]Pour les lignes 03 20 85 79 64 et 03 20 50 48 36";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"19.00";50932;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Trunk - illimité national - 1 canal";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"20.00";"15.00";50933;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Abonnement FTTH - Débits max. : 1Gbps / 200Mbps - 1 Adresse IP Fixe";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"78.00";50934;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Lien SDSL Bis EFM ZC1 12Mbps - Orange - 4 paires (La Bassée) - Engagement 36 mois";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"355.00";50935;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Lien SDSL Bis EFM ZC1 8Mbps - Orange - 2 paires (Haubourdin) - Engagement 36 mois";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"220.00";50936;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Lien SDSL EFM 2 Mbps - 1 paire - Engagement 36 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"79.00";50937;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Sécurisation du lien via Cloud Firewall Fortinet. Firewall ""Stateful"", proxy, NAT, paramètrage multiwan, Accès distant IPSec et SSL, MPLS";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"29.00";50938;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"34.00";"0.80";50939;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Location Routeur SDSL EFM 4 paires";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"19.00";50940;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Location Routeur SDSL EFM 2 paires";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"15.00";50941;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Location Routeur SDSL EFM 1 paire";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"12.00";50942;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"126.59";50943;"facture_periodique"
"Selarl Soc Imagerie Porte Des Flandres";"AFLI19100089";03/10/2019;"Location Routeur FTTH - 5 ports Gigabit LAN - Wifi built-in 2,4Ghz / 5Ghz (Remis contre une caution de 150¤)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";50944;"facture_periodique"
"SGM GESTION";"AFLI19100090";03/10/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 50Go - Réseau Orange - Engagement 36 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"40.00";50950;"facture_periodique"
"SGM GESTION";"AFLI19100090";03/10/2019;"Location mensuelle routeur 4g Huawei B525S-23A Location / 36 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"4.00";"9.80";50951;"facture_periodique"
"SGM GESTION";"AFLI19100090";03/10/2019;"Location routeur SDSL EFM 2 paires (engagement 12 mois) [nl] Remis contre un dépôt de garantie encaissable de 300 ¤)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"4.00";"12.00";50952;"facture_periodique"
"SGM GESTION";"AFLI19100090";03/10/2019;"Lien SDSL EFM 4Mbps - Engagement 12 mois pour 80 rue Pierre Mauroy à Lille; 2 passage Alfred Mongy à Tourcoing; 21 bis Grande rue à Roubaix, 1 Bd de l'Europe à Mulhouse";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"185.00";50953;"facture_periodique"
"SGM GESTION";"AFLI19100090";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.00";50954;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"Trunk - illimité national - 1 canal";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"15.00";50967;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"Abonnement Internet sur câble coaxial - Débits : 100Mbps en download - 10Mbps en upload";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"70.00";50968;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"Option Débit Garanti Voix 0,2M";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"16.00";50969;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"25.00";"0.50";50970;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"Location routeur câble coaxial";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"7.00";50971;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100091";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"44.51";50972;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Lien SDSL EFM 2 Mbps - 4 paires de cuivre - Engagement de 36 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"144.00";50987;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Routeur SDSL EFM 4 paires (engagement 36 mois) - OneAccess 540 [nl] Remis contre un dépôt de garantie encaissable de 500 ¤";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"18.00";50988;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";50989;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Trunk SIP Illimité fixes - 4 canaux (appels illimités vers les fixes en France)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";50990;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Abonnement ADSL dégroupage total - avec IP Fixe";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"35.00";50991;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Location routeur ADSL";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";50992;"facture_periodique"
"Spacing Ile de France";"AFLI19100092";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"5.87";50993;"facture_periodique"
"Spacing Nord";"AFLI19100093";03/10/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 100Go - Réseau Orange - Engagement 12 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"48.00";50995;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"Répondeur sans dépose message - Engagement 1 an";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"3.00";51014;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"N° SDA";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"5.00";"0.90";51015;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"Ligne RNIS VGA - illimité national";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"40.00";51016;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"Location Routeur ADSL Wifi";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"5.00";51017;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"Abonnement ADSL dégroupé - avec IP fixe";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"35.00";51018;"facture_periodique"
"Studys";"AFLI19100094";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"46.52";51019;"facture_periodique"
"TC OPTIQUE";"AFLI19100095";03/10/2019;"OL Pack Telecom Atol V3 - incluant VDSL + 2 appels simultanés + 2 téléphones + Standard professionnel hébergé";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"129.00";51026;"facture_periodique"
"TC OPTIQUE";"AFLI19100095";03/10/2019;"L'option Fax to mail";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.90";51027;"facture_periodique"
"TC OPTIQUE";"AFLI19100095";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"16.15";51028;"facture_periodique"
"TRANSALOG";"AFLI19100096";03/10/2019;"Abonnement mensuel - Trunk - illimité national - 2 canaux";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"30.00";"2.00";51035;"facture_periodique"
"TRANSALOG";"AFLI19100096";03/10/2019;"N° SDA";03/10/2019;"PRESTATIONS - ABO TACITE";"VENTES D'ABONNEMENT";"service";"10.00";"0.80";51036;"facture_periodique"
"TRANSALOG";"AFLI19100096";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.60";51037;"facture_periodique"
"TRANSALOG";"AFLI19100097";03/10/2019;"N° SDA";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"40.00";"0.80";51042;"facture_periodique"
"TRANSALOG";"AFLI19100097";03/10/2019;"Abonnement mensuel - Trunk - illimité national - 2 canaux";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"30.00";51043;"facture_periodique"
"TRANSALOG";"AFLI19100097";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";51044;"facture_periodique"
"TRANSALOG";"AFLI19100097";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.00";51045;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"Lien VDSL Orange (engagement 36 mois)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"58.00";51058;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"Location routeur VDSL - Technicolor TG588V - Engagement 36 mois - (remis contre caution remboursable de 70¤/routeur)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";51059;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"Trunk SIP Full Illimités - 6 canaux";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"138.00";51060;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"N° SDA";03/10/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";51061;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"Abonnement ligne analogique VGA Fax";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"18.00";51062;"facture_periodique"
"Travail Partage 62";"AFLI19100098";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.21";51063;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"N° SDA";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.50";51080;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Location Routeur ADSL Wifi";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"5.00";51081;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Lien ADSL Orange";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";51082;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Ligne analogique VGA - Illimitée fixes en France";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"18.00";51083;"facture_periodique"
