"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"Imagerie Medicale Jacquemars GIELÉE";"AFLI19070134";02/07/2019;"Mise à disposition de l'interface web d'administration ATTA pour 1 utilisateur [ADLI17090005]";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"3.00";"22.00";46115;"facture_periodique"
"Immobilière Sociale 59";"AFLI19070135";02/07/2019;"Maintenance mensuelle (Remise ADERE de 15% incluse)";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"28.00";46117;"facture_periodique"
"Inovelan";"AFLI19070136";02/07/2019;"Contrat de maintenance - Tarif mensuel : 55 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"55.00";46119;"facture_periodique"
"INTERINSER62";"AFLI19070137";02/07/2019;"Contrat de maintenance - Tarif mensuel : 35 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"35.00";46121;"facture_periodique"
"LSO Médical";"AFLI19070138";02/07/2019;"Maintenance mensuelle de la solution de téléphonie avec IPBX virtualisé - Engagement de 12 mois, renouvelable par tacite reconduction mensuelle";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"25.00";46123;"facture_periodique"
"MAISON BALLESTER SENECHAL";"AFLI19070139";02/07/2019;"Contrat de maintenance IPBX - Maintien en conditions opérationnelles des équipements via échange standard sur panne - Tarif mensuel";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"37.00";46125;"facture_periodique"
"Millon SAS";"AFLI19070140";02/07/2019;"Contrat de maintenance mensuelle de la solution de téléphonie - Engagement de 24 mois avec tacite reconduction (25% de remise incluse). Les équipements concernés :1x Appliance Easy2Call 50 - IPBX - Rack format 1U 1x Carte Digium B410P - 4 T0 - avec anti-echo hardware 15x Téléphone IP Aastra 6731i - sans bloc secteur - poste classique 1x Téléphone IP Aastra 6737i - sans bloc secteur - poste avancé 2x RFP L32IP, borne radio DECT/SIP 8 communications simultanées, PoE 6x Gigaset - augmentation de la maintenance";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"43.00";46127;"facture_periodique"
"OSMOSE ORGANISATION DE SERVICES ET MAITRISE D'OEUVRE DU SPORT";"AFLI19070141";02/07/2019;"Maintenance et infogérance du routeur USG - Comprend les mises à jour software du système";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"5.00";46129;"facture_periodique"
"PAUL DEQUIDT TORREFACTEUR";"AFLI19070142";02/07/2019;"Maintenance mensuelle proactive";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"130.00";46131;"facture_periodique"
"ROYAL DISTRIBUTION T.D.N.";"AFLI19070143";02/07/2019;"Maintenance mensuelle Easy2Call 50";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"52.00";46133;"facture_periodique"
"SAS Waterlot et Associés";"AFLI19070144";02/07/2019;"Contrat de maintenance, tarif mensuel : 190 euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"190.00";46135;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19070145";02/07/2019;"Contrat de maintenance mensuelle de la solution de téléphonie en l'état (engagement sur 36 mois et rétroactif au 1er janvier 2017). Les équipements (et leurs configurations) concernés sont :  1 Apliance Easy2Call 50 (IPBX)  1 Carte Digium B410P  1 Téléphone IP Aastra 6737i  3 téléphones IP Aastra 6731i  1 borne radio DECT RFP L35IP  8 téléphones sans-fil Gigaset  1 switch Aruba 2530 PoE+";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"53.00";46139;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19070145";02/07/2019;"Maintenance mensuelle et extension de garantie du matériel pour les 2 téléphones 6731i et les 7 oreillettes - engagement de 36 mois renouvelable par tacite reconduction durant 60 mois  (ADLI17030003)";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"9.00";46140;"facture_periodique"
"SCM ORTHODONTIE MADELEINOISE";"AFLI19070145";02/07/2019;"Maintenance mensuelle et extension de garantie du matériel pour le téléphone sans-fil Gigaset C570HX  [ADLI18040027]";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"3.00";"1.00";46141;"facture_periodique"
"SELARL BENOIT DESWARTE";"AFLI19070146";02/07/2019;"Maintenance mensuelle";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"12.00";46143;"facture_periodique"
"STRATEGE PLUS & ASSOCIES";"AFLI19070147";02/07/2019;"Maintenance mensuelle ( validation devis n°ADLI18020021) facturation au trimestre";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"8.00";46145;"facture_periodique"
"THEYS ASSAINISSEMENT";"AFLI19070148";02/07/2019;"Maintenance mensuelle Easy2Call 50 - Upgrade - ADLI19030031";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"2.50";46147;"facture_periodique"
"TRANSALOG";"AFLI19070149";02/07/2019;"Maintenance mensuelle IPBX - site Fouquières les Lens";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"39.00";46150;"facture_periodique"
"TRANSALOG";"AFLI19070149";02/07/2019;"Maintenance mensuelle IPBX - site Béhtunes";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"12.00";46151;"facture_periodique"
"Transports de Backer";"AFLI19070150";02/07/2019;"Maintenance mensuelle";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"49.00";46153;"facture_periodique"
"Travail Partage 62";"AFLI19070151";02/07/2019;"Maintenance mensuelle - Engagement sur 36 mois - renouvelable";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"40.00";46155;"facture_periodique"
"Ideal Home Concept";"AFLI19070152";02/07/2019;"Contrat de maintenance - Tarif mensuel : 73 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"73.00";46164;"facture_periodique"
"Ideal Home Concept";"AFLI19070152";02/07/2019;"Maintenance mensuelle des équipements (hors jarretières) devis ADLI18010143";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"12.00";46165;"facture_periodique"
"Ideal Home Concept";"AFLI19070152";02/07/2019;"Maintenance mensuelle des 10 téléphones Aastra 6731i [ADLI18120003]";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"10.00";46166;"facture_periodique"
"Ideal Home Concept";"AFLI19070152";02/07/2019;"Maintenance mensuelle (4 postes SIP + 1 borne DECT) -ADLI19060015";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"5.00";46167;"facture_periodique"
"Réseau Entreprendre Nord";"AFLI19070153";02/07/2019;"Contrat de maintenance - Tarif mensuel : 39 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"39.00";46169;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas QUIEVRECHAIN : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46178;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas NANGIS : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46179;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas VIRY CHATILLON : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46180;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas SECLIN : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46181;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas BAPAUME : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46182;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas LORIENT : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46183;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas MARLY : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46184;"facture_periodique"
"CLEODIS";"AFLI19070154";02/07/2019;"Contrat de maintenance Midas PONTAULT COMBAULT : 21 ¤ ht par mois";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";46185;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070155";02/07/2019;"Contrat de maintenance - Tarif mensuel : 165 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"165.00";46189;"facture_periodique"
"BLZ Jeans";"AFLI19070156";02/07/2019;"Contrat de maintenance - Tarif mensuel : 45 Euros HT";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"45.00";46191;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070157";02/07/2019;"Maintenance IPBX Centrex Privé";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"189.00";46195;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070157";02/07/2019;"Maintenance Poste IP";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"743.00";"1.75";46196;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070158";02/07/2019;"Abonnement mensuel pour Installation téléphonique comprenant :  - Un modem 4G - Une ligne téléphonique illimitée fixe-mobile / internet 4G (1Go de data) - dans la limite de nos conditions standards de communication - 1 borne DECT Gigaset - 2 téléphones DECT Gigaset";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"41.00";46198;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070159";02/07/2019;"Maintenance mensuelle- IPBX Villeneuve Loubet";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"43.00";46201;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19070159";02/07/2019;"Maintenance mensuelle - IPBX Lampertheim";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"41.00";46202;"facture_periodique"
"CLEODIS";"AFLI19070160";03/07/2019;"Unifi UAP AC PRO";03/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"129.00";46215;"facture"
"CLEODIS";"AFLI19070160";03/07/2019;"switch unifi 24 ports Gigabits + 2 SFP";03/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"220.00";46216;"facture"
"CLEODIS";"AFLI19070160";03/07/2019;"Accès Contrôleur réseau Unifi - Mise à jour firmware et supervision des équipements réseaux Unifi";03/07/2019;"PRESTATIONS / SUPPORT";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"120.00";"5.00";46217;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Borne DECT Gigaset N510 IP Pro - jusqu'à 6 comptes VoIP et 4 appels simultanés - jusqu'à 6 utilisateurs - son haute qualité avec la technologie HDSP - Mode ECO - PoE - Roaming dans la limite de 4 borne";03/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"145.00";46218;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Téléphone mobile  Gigaset C650 IP";03/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"3.00";"86.00";46219;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Configuration Asterisk hébergé - Basic";03/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"450.00";46220;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Pré-installation, configuration - assistance à l'installation";03/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"450.00";46221;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Routeur 4G";03/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"450.00";46222;"facture"
"CLEODIS";"AFLI19070161";03/07/2019;"Message d'accueil personnalisé";03/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"95.00";46223;"facture"
"GOLDEN PALACE CASINO BSM";"AFLI19070162";03/07/2019;"dépôt de garantie - routeur  4G Mikrotik, N° de série: 86C408A9C475";03/07/2019;"DEPOT DE GARANTIE";"DEPOT DE GARANTIE";"NULL";"1.00";"100.00";46224;"facture"
"Sauvage Calais Investissement";"AFLI19070163";03/07/2019;"Dépôt de garantie routeur fibre USG, n° de série B4FBE4E05C27";03/07/2019;"DEPOT DE GARANTIE";"DEPOT DE GARANTIE";"NULL";"1.00";"180.00";46227;"facture"
"ATOUTCOMS";"AFLI19070164";05/07/2019;"Switch UniFi 8 ports Gigabit dont 4 ports PoE 802.3 af/at (administrable) - 60W (Garantie1 an)[nl]16% de remise incluse)";05/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"109.00";46244;"facture"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Appliance Easy2Call 50 - IPBX - Rack format 1U";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"990.00";46255;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Téléphone Mitel Aastra 6867i - Poste filaire intermédiaire - Ecran couleur 3.5"" 320x240 - 2 ports Giga PoE - 2 touches de ligne LED - Jusqu'à 9 lignes - Pavé navigation avec touche centrale - 6 touches programmables LED - 4 touches systèmes contextuelles - Haut parleur et combiné HD - EHS";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"139.00";46256;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Mitel M685i pour 6865i / 6867i / 6869i - extension label LCD - 60 touches";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"135.00";46257;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Borne DECT IP Mitel RFP L35IP - Borne radio DECT/SIP - 8 communications simultanées, PoE";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";"580.00";46258;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Gigaset 650H Pro - DECT - Ecran TFT rétroéclairé couleur de 1,8"" et clavier - Prise jack 2,5 pour connexion casque - Mains libres - Vibreur - Son HDSP, - Grand écran couleur - Répertoire 500 contacts - Autonomie: 12h en conversation - 300h en veille";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"14.00";"74.00";46259;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Prestation de chefferie - Gestion de projet";09/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"0.50";"600.00";46260;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Réalisation du dialplan de Golden Palace Casino";09/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"0.50";"750.00";46261;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Réalisation et enregistrement en studio d'un message téléphonique - Mixage voix / musique ( Prédécroché - Message d'absence)";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"120.00";46262;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Installation / Configuration Borne DECT Mitel";09/07/2019;"INCONNUE";"PRESTATIONS / SUPPORT";"NULL";"4.00";"70.00";46263;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Configuration d'un équipement IP sur IPBX";09/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"15.00";"30.00";46264;"acompte"
"GOLDEN PALACE CASINO BSM";"AFLI19070165";09/07/2019;"Maintenance mensuelle Easy2Call 50 - Golden Palace Casino BSM";09/07/2019;"PRESTATIONS / SUPPORT";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"51.00";46265;"acompte"
"ATOUTCOMS";"AFLI19070166";09/07/2019;"Switch UniFi 8 ports Gigabit dont 4 ports PoE 802.3 af/at (administrable) - 60W (Garantie1 an)[nl]16% de remise incluse)";09/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"109.00";46266;"facture"
"ARASSOC - FOYER DE VIE DE BACOUEL";"AFLI19070167";11/07/2019;"Gigaset R650H Pro - Résistant IP65 : protection contre la poussière et étanche aux jets d'eau - Antichoc : combiné durcit - Vibreur - Qualité sonore HDSP : mains libres haute qualité et son haute définition - Prise casque jack 2,5 mm - répertoire 200 noms et numéros - Autonomie renforcée (jusqu'à 14h en conversation et 320h en veille) - Surface texturée anti-dérapante - Garantie 2 ans [nl]15% de remise incluse";11/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"110.50";46374;"facture"
"ARASSOC - FOYER DE VIE DE BACOUEL";"AFLI19070167";11/07/2019;"Configuration d'un poste IP sur l'IPBX à distance (15% de remise incluse)";11/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"2.00";"30.00";46375;"facture"
"ARASSOC - FOYER DE VIE DE BACOUEL";"AFLI19070167";11/07/2019;"Gestion des frais d'envoi sur site";11/07/2019;"PRESTATIONS / SUPPORT";"FRAIS DE PORT";"service";"1.00";"30.00";46376;"facture"
"Travail Partage 62";"AFLI19070168";15/07/2019;"Prestation de configuration sur site du routeur SonicWall TZ300  pour la gestion dynamique de la data et de la voix entre deux liens haut-débit que sont la fibre optique FTTH et l'accès VDSL + Mise en place du fail-over (basculement automatique d'un lien à l'autre en cas de coupure franche d'un des deux liens haut-débit) [nl]PREREQUIS : Un convertisseur de fibre optique de RAD installé dans la baie par le prestataire fibre est indispensable, ainsi que la mise à disposition des informations de connexions (adresse IP, PPPoE)";15/07/2019;"PRESTATIONS / SUPPORT";"LOCATION";"service";"1.00";"210.00";46276;"facture"
"Travail Partage 62";"AFLI19070168";15/07/2019;"Remise de 10% sur la prestation de configuration";15/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"-21.00";46277;"facture"
"Travail Partage 62";"AFLI19070168";15/07/2019;"Forfait déplacement sur site (< 160 Km) (20% de remise incluse)";15/07/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"160.00";46278;"facture"
"GOLDEN PALACE CASINO BSM";"AFLI19070169";15/07/2019;"Appliance Easy2Call 50 - IPBX - Rack format 1U";15/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"990.00";46279;"solde"
"GOLDEN PALACE CASINO BSM";"AFLI19070169";15/07/2019;"Téléphone Mitel Aastra 6867i - Poste filaire intermédiaire - Ecran couleur 3.5"" 320x240 - 2 ports Giga PoE - 2 touches de ligne LED - Jusqu'à 9 lignes - Pavé navigation avec touche centrale - 6 touches programmables LED - 4 touches systèmes contextuelles - Haut parleur et combiné HD - EHS";15/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"139.00";46280;"solde"
"GOLDEN PALACE CASINO BSM";"AFLI19070169";15/07/2019;"Mitel M685i pour 6865i / 6867i / 6869i - extension label LCD - 60 touches";15/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"135.00";46281;"solde"
"GOLDEN PALACE CASINO BSM";"AFLI19070169";15/07/2019;"Borne DECT IP Mitel RFP L35IP - Borne radio DECT/SIP - 8 communications simultanées, PoE";15/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";"580.00";46282;"solde"
